ts,x,y,z
2025-09-15 18:02:02.732224,3.821269401721695e-15,-1.0694488320737225,-0.5455784560954088
2025-09-15 18:02:03.237260,-0.3281152949374514,-1.1525004780811563,-0.38734212316651334
2025-09-15 18:02:03.741320,-0.3751225502044619,-1.1947242200819548,-0.15537680710596916
2025-09-15 18:02:04.242101,-0.6781152949374499,-1.1946242609654043,0.10616384637597025
2025-09-15 18:02:04.747142,-0.8196237382653708,-1.1522041418330415,0.3474966474956104
2025-09-15 18:02:05.251955,-0.7000000000000001,-1.0689666165533696,0.5226848882145889
2025-09-15 18:02:05.755411,-0.8196237382653702,-0.9478604159568743,0.5983822060478601
2025-09-15 18:02:06.263030,-0.8196237382653702,-0.9478604159568743,0.5983822060478601
2025-09-15 18:02:06.765710,-0.6781152949374563,-0.7931757875762865,0.5601799272782134
2025-09-15 18:02:07.271305,-0.3751225502044664,-0.6103925114888741,0.41534969885168666
2025-09-15 18:02:07.775346,-0.3281152949374532,-0.40598577637528505,0.19145936023103274
2025-09-15 18:02:08.285938,-2.939152317953648e-15,-0.18719679273238385,-0.06887448168194368
2025-09-15 18:02:08.791003,0.3281152949374518,0.03822373061863797,-0.31609834873182097
2025-09-15 18:02:09.298532,0.3751225502044648,0.26229015925633564,-0.5031541926628416
2025-09-15 18:02:09.803571,0.6781152949374519,0.4770648282395538,-0.5944367014342518
2025-09-15 18:02:10.308613,0.8196237382653714,0.6749392378452354,-0.572570624209916
2025-09-15 18:02:10.813643,0.7000000000000001,0.848903588464275,-0.4417180790307199
2025-09-15 18:02:11.317771,0.8196237382653696,0.9927951062473408,-0.22678631073072594
2025-09-15 18:02:11.822819,0.6781152949374544,1.1015163624409234,0.03131330087447611
2025-09-15 18:02:12.324724,0.3751225502044636,1.1712158523421794,0.2834525541971859
2025-09-15 18:02:12.829760,0.3281152949374528,1.1994244367731894,0.48163777738193914
2025-09-15 18:02:13.334587,2.0570352341856006e-15,1.1851428125673058,0.5881452267323789
2025-09-15 18:02:13.839636,-0.32811529493745006,1.128876913382018,0.5827016464704982
2025-09-15 18:02:14.344690,-0.37512255020446295,1.0326199867469144,0.4663431997536136
2025-09-15 18:02:14.849731,-0.6781152949374517,0.8997819822762294,0.2612182392707749
2025-09-15 18:02:15.354765,-0.819623738265372,0.7350687525037347,0.006371459225856626
2025-09-15 18:02:15.859491,-0.7000000000000001,0.5443153457106984,-0.24968810192828864
2025-09-15 18:02:16.361780,-0.8196237382653718,0.3342792964314534,-0.45822055783308036
2025-09-15 18:02:16.864228,-0.6781152949374545,0.11240123642364666,-0.5795326115185886
2025-09-15 18:02:17.365386,-0.37512255020446256,-0.11345869342126656,-0.5905330115435212
2025-09-15 18:02:17.865473,-0.3281152949374545,-0.3352992924877452,-0.4891278769190218
2025-09-15 18:02:18.365665,-1.174918150417553e-15,-0.5452617469568565,-0.2946192587596839
2025-09-15 18:02:18.869477,0.3281152949374538,-0.7359080322037925,-0.044031074087467745
2025-09-15 18:02:19.374024,0.3751225502044594,-0.9004844085283958,0.21493824479272353
2025-09-15 18:02:19.875046,0.6781152949374483,-1.033160675751021,0.4329949510835144
2025-09-15 18:02:20.380096,0.8196237382653697,-1.1292367109605297,0.5686328458503999
2025-09-15 18:02:20.885144,0.7000000000000001,-1.1853089727116335,0.5960338126088521
2025-09-15 18:02:21.385419,0.8196237382653695,-1.1993910731773827,0.5099821898155018
2025-09-15 18:02:21.890192,0.6781152949374579,-1.1709841469282525,0.32685755063300453
2025-09-15 18:02:22.393876,0.37512255020446444,-1.10109452348868,0.08151691841553992
2025-09-15 18:02:22.898928,0.3281152949374508,-0.9921980776119685,-0.179340124600905
2025-09-15 18:02:23.401182,5.977142952730308e-15,-0.8481525201828263,-0.40606051107859825
2025-09-15 18:02:23.906236,-0.32811529493745206,-0.67406073688602,-0.555488946123276
2025-09-15 18:02:24.411285,-0.37512255020446217,-0.4760900159370262,-0.5991823405177633
2025-09-15 18:02:24.916330,-0.6781152949374534,-0.26125356882229056,-0.5288238359974802
2025-09-15 18:02:25.418799,-0.8196237382653722,-0.037162083785985636,-0.35780588508098743
2025-09-15 18:02:25.919784,-0.7000000000000001,0.18824588659531213,-0.11868105270816352
2025-09-15 18:02:26.423020,-0.8196237382653689,0.40698515259538137,0.14303423086999612
