ts,x,y,z
2025-09-15 18:00:47.125761,0.0,0.0,0.0
2025-09-15 18:00:47.630804,0.0,1.0694488320737225,0.545578456095409
2025-09-15 18:00:48.135915,0.37512255020446317,1.194724220081955,0.15537680710597077
2025-09-15 18:00:48.640056,0.37512255020446317,1.194724220081955,0.15537680710597077
2025-09-15 18:00:49.143353,0.6781152949374528,1.194624260965404,-0.10616384637596363
2025-09-15 18:00:49.647238,0.7000000000000001,1.0689666165533689,-0.5226848882145849
2025-09-15 18:00:50.152369,0.8196237382653703,0.9478604159568725,-0.5983822060478597
2025-09-15 18:00:50.655931,0.6781152949374528,0.7931757875762862,-0.5601799272782135
2025-09-15 18:00:51.159545,0.3751225502044632,0.610392511488873,-0.41534969885169054
2025-09-15 18:00:51.660034,0.3281152949374526,0.4059857763752828,-0.19145936023103433
2025-09-15 18:00:52.162092,1.83697019872103e-16,0.18719679273238413,0.06887448168193727
2025-09-15 18:00:52.667118,1.83697019872103e-16,0.18719679273238413,0.06887448168193727
2025-09-15 18:00:53.172212,-0.3751225502044631,-0.2622901592563375,0.5031541926628371
2025-09-15 18:00:53.675949,-0.3751225502044631,-0.2622901592563375,0.5031541926628371
2025-09-15 18:00:54.181066,-0.6781152949374524,-0.47706482823955704,0.5944367014342511
2025-09-15 18:00:54.686135,-0.8196237382653703,-0.6749392378452391,0.5725706242099161
2025-09-15 18:00:55.191105,-0.7000000000000001,-0.8489035884642764,0.4417180790307232
2025-09-15 18:00:55.693544,-0.8196237382653702,-0.9927951062473451,0.22678631073072747
2025-09-15 18:00:56.198125,-0.6781152949374532,-1.1015163624409248,-0.03131330087446914
2025-09-15 18:00:56.703227,-0.3281152949374529,-1.1994244367731897,-0.48163777738193436
2025-09-15 18:00:57.207724,-3.67394039744206e-16,-1.1851428125673051,-0.5881452267323782
2025-09-15 18:00:57.712776,0.32811529493745273,-1.1288769133820176,-0.5827016464704983
2025-09-15 18:00:58.217825,0.37512255020446295,-1.0326199867469157,-0.4663431997536166
2025-09-15 18:00:58.722858,0.6781152949374526,-0.8997819822762272,-0.26121823927077636
2025-09-15 18:00:59.227883,0.8196237382653704,-0.7350687525037354,-0.006371459225863609
2025-09-15 18:00:59.729406,0.7000000000000001,-0.5443153457106934,0.24968810192828617
2025-09-15 18:01:00.234418,0.7000000000000001,-0.5443153457106934,0.24968810192828617
2025-09-15 18:01:00.738200,0.6781152949374529,-0.11240123642364745,0.5795326115185876
2025-09-15 18:01:01.243226,0.3751225502044633,0.11345869342127213,0.5905330115435213
2025-09-15 18:01:01.746861,0.3751225502044633,0.11345869342127213,0.5905330115435213
2025-09-15 18:01:02.251914,0.32811529493745273,0.3352992924877464,0.4891278769190247
